,Tweet,created_at,FC,RT,hashtags_text,user_mentions,urls,hour
60,"Algunos jueces son como para cagarse en lo más sagrado, que debería ser la Justicia https://t.co/SfUACoMtVM",2018-09-26 09:11:03,0,1,0.0,[],"[{'url': 'https://t.co/SfUACoMtVM', 'expanded_url': 'https://twitter.com/elconfidencial/status/1044872798542467073', 'display_url': 'twitter.com/elconfidencial…', 'indices': [84, 107]}]",9.0
61,"@OPoyF Pues supongo que porque no le da la gana al presidente del Gobierno, que es quien tiene la potestad para hac… https://t.co/q7PVovAHXT",2018-09-25 11:11:31,0,0,0.0,"[{'screen_name': 'OPoyF', 'name': 'Oscar Poy Franco', 'id': 393539397, 'id_str': '393539397', 'indices': [0, 6]}]","[{'url': 'https://t.co/q7PVovAHXT', 'expanded_url': 'https://twitter.com/i/web/status/1044544924337737729', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",11.0
62,"@RodrigoCotaGonz No seas así, es la única oferta telefónica que vas a recibir en la que no se exige permanencia",2018-09-25 11:09:36,1,1,0.0,"[{'screen_name': 'RodrigoCotaGonz', 'name': 'Rodrigo Cota', 'id': 183317546, 'id_str': '183317546', 'indices': [0, 16]}]",[],11.0
63,"Y si resulta que los votantes no somos tan tontos como algunos creen, aunque no tengamos un máster?   https://t.co/teGSORXbBW",2018-09-25 11:02:59,0,0,0.0,[],"[{'url': 'https://t.co/teGSORXbBW', 'expanded_url': 'https://www.eldiario.es/politica/Pablo-Casado-CIS_0_818218461.html', 'display_url': 'eldiario.es/politica/Pablo…', 'indices': [102, 125]}]",11.0
64,La evolución humana ha llegado a límites insospechados https://t.co/JFtY0U4b2c,2018-09-30 16:32:44,0,0,0.0,[],"[{'url': 'https://t.co/JFtY0U4b2c', 'expanded_url': 'https://twitter.com/danirray/status/1046018417524977664', 'display_url': 'twitter.com/danirray/statu…', 'indices': [55, 78]}]",16.0
65,Todos los ciclistas parecen tener 10 años más de los que tienen. Hoy corrieron 6h46 los que ganaron medalla. Es una salvajada este deporte.,2018-09-30 14:56:05,0,0,0.0,[],[],14.0
66,"Qué puto amo Alejandro Valverde. Para mí, el mejor ciclista de la historia de España que he visto  no ví a Induráin .",2018-09-30 14:41:23,2,1,0.0,[],[],14.0
67,Nunca me dejará de llamar la atención lo nazis que son los israelíes https://t.co/2imgs7JZz9,2018-09-30 12:09:27,0,0,0.0,[],"[{'url': 'https://t.co/2imgs7JZz9', 'expanded_url': 'https://twitter.com/eldiarioes/status/1046369115571712006', 'display_url': 'twitter.com/eldiarioes/sta…', 'indices': [69, 92]}]",12.0
68,A esta peña se la suda la contaminación.  Por eso movían los medidores a zonas verdes. Una pena que la gente no sea… https://t.co/zr19A3pJm0,2018-09-30 10:17:42,0,0,0.0,[],"[{'url': 'https://t.co/zr19A3pJm0', 'expanded_url': 'https://twitter.com/i/web/status/1046343321675796480', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",10.0
69,"Esa mano de Casemiro ahí en portada. Oh, wait 😂 https://t.co/6lHev7N3YM",2018-09-30 10:13:55,2,0,0.0,[],"[{'url': 'https://t.co/6lHev7N3YM', 'expanded_url': 'https://twitter.com/DonPortadas/status/1046305419344392192', 'display_url': 'twitter.com/DonPortadas/st…', 'indices': [48, 71]}]",10.0
70,Salvajada https://t.co/eHwPG7vJxz,2018-09-29 23:10:50,0,0,0.0,[],"[{'url': 'https://t.co/eHwPG7vJxz', 'expanded_url': 'https://twitter.com/VictorMolina7/status/1046137932330008576', 'display_url': 'twitter.com/VictorMolina7/…', 'indices': [10, 33]}]",23.0
71,No he visto el partido pero me surge una duda. ¿El VAR pa’ qué está? 😂😂 https://t.co/bAf1XxVH5O,2018-09-29 23:08:43,1,0,0.0,[],[],23.0
72,Caradura como concepto https://t.co/RoMj1qARV9,2018-09-28 23:53:27,0,0,0.0,[],"[{'url': 'https://t.co/RoMj1qARV9', 'expanded_url': 'https://twitter.com/Tebasjavier/status/1045630470417985536', 'display_url': 'twitter.com/Tebasjavier/st…', 'indices': [23, 46]}]",23.0
73,@Lau_Ferrero Están muy ricos. Pero esos de la foto tienen partes negras y comer carbón is too bad,2018-09-28 20:30:14,1,0,0.0,"[{'screen_name': 'Lau_Ferrero', 'name': 'Laura Ferrero', 'id': 146213693, 'id_str': '146213693', 'indices': [0, 12]}]",[],20.0
74,@AlexSancheski Yo tengo el FIFA... 18,2018-09-28 18:28:35,1,0,0.0,"[{'screen_name': 'AlexSancheski', 'name': 'Hank', 'id': 46404930, 'id_str': '46404930', 'indices': [0, 14]}]",[],18.0
75,Este tweet cobra mucho valor precisamente por ser escrito por alguien como Soto Ivars 😂 https://t.co/4jiXiZpgda,2018-09-27 21:12:16,0,0,0.0,[],"[{'url': 'https://t.co/4jiXiZpgda', 'expanded_url': 'https://twitter.com/juansotoivars/status/1045261814072782848', 'display_url': 'twitter.com/juansotoivars/…', 'indices': [88, 111]}]",21.0
76,Puta mierda de cambio y lo votarán. A ver si los corruptos del @Atleti aprenden. https://t.co/UGtJYKtri1,2018-09-27 17:51:08,0,0,0.0,"[{'screen_name': 'Atleti', 'name': 'Atlético de Madrid', 'id': 199354750, 'id_str': '199354750', 'indices': [63, 70]}]","[{'url': 'https://t.co/UGtJYKtri1', 'expanded_url': 'https://twitter.com/elconfidencial/status/1045367368371843072', 'display_url': 'twitter.com/elconfidencial…', 'indices': [81, 104]}]",17.0
77,¿Y los que decían que @ManuelaCarmena quería dejar a Madrid sin tenis? https://t.co/53CiZ9pcVg,2018-09-27 17:40:29,0,2,0.0,"[{'screen_name': 'ManuelaCarmena', 'name': 'Manuela Carmena', 'id': 3091376321, 'id_str': '3091376321', 'indices': [22, 37]}]","[{'url': 'https://t.co/53CiZ9pcVg', 'expanded_url': 'https://twitter.com/eldiarioes/status/1045347584758476801', 'display_url': 'twitter.com/eldiarioes/sta…', 'indices': [71, 94]}]",17.0
78,"@adciriano Recuerdo que tenía especial destreza para los 1 vs 1, que los tenía que vivir bastantes veces por el lam… https://t.co/wzWazW2EMe",2018-09-27 12:58:39,1,0,0.0,"[{'screen_name': 'adciriano', 'name': 'David Rodriguez', 'id': 1395308299, 'id_str': '1395308299', 'indices': [0, 10]}]","[{'url': 'https://t.co/wzWazW2EMe', 'expanded_url': 'https://twitter.com/i/web/status/1045296663051554816', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",12.0
79,"A este paso, la prensa de derechas va a hacer resurgir a @ahorapodemos",2018-09-27 12:55:22,0,0,0.0,"[{'screen_name': 'ahorapodemos', 'name': 'PODEMOS', 'id': 2288138575, 'id_str': '2288138575', 'indices': [57, 70]}]",[],12.0
80,@gaussianos Enhorabuena!,2018-09-30 16:26:23,0,0,0.0,"[{'screen_name': 'gaussianos', 'name': 'gaussianos', 'id': 42022133, 'id_str': '42022133', 'indices': [0, 11]}]",[],16.0
81,"Después del Nobel, Patrick Modiano escribió esta obrita de teatro 'Nuestros comienzos en la vida',… https://t.co/kLoSqsIQ1f",2018-09-30 15:36:20,1,0,0.0,[],"[{'url': 'https://t.co/kLoSqsIQ1f', 'expanded_url': 'https://twitter.com/i/web/status/1046423508698501120', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [100, 123]}]",15.0
82,"Ana Carrasco, primera campeona del mundo de motociclismo https://t.co/b0K0zpkQCr vía @elpais_deportes",2018-09-30 13:08:01,3,0,0.0,"[{'screen_name': 'elpais_deportes', 'name': 'EL PAÍS Deportes', 'id': 54566119, 'id_str': '54566119', 'indices': [85, 101]}]","[{'url': 'https://t.co/b0K0zpkQCr', 'expanded_url': 'https://elpais.com/deportes/2018/09/30/actualidad/1538304190_715164.html?id_externo_rsoc=TW_CC', 'display_url': 'elpais.com/deportes/2018/…', 'indices': [57, 80]}]",13.0
83,@matiarti @Marta51970 Gran canción de Quilapayún!,2018-09-30 12:54:35,1,0,0.0,"[{'screen_name': 'matiarti', 'name': 'Manuel Atienza', 'id': 317912244, 'id_str': '317912244', 'indices': [0, 9]}, {'screen_name': 'Marta51970', 'name': 'Marta Ruiz Jiménez 💛', 'id': 2781359551, 'id_str': '2781359551', 'indices': [10, 21]}]",[],12.0
84,"“Fletnix vale 10.99 al mes, cuando yo por Netflix estaba pagando 9.091”, reconoce Andrés Pacheco, un usuario disléxico",2018-09-30 10:15:48,0,0,0.0,[],[],10.0
85,"Nace Fletnix, la plataforma de contenidos para disléxicos https://t.co/gOEF2vBTPi vía @elmundotoday",2018-09-30 10:15:09,1,1,0.0,"[{'screen_name': 'elmundotoday', 'name': 'El Mundo Today', 'id': 38381308, 'id_str': '38381308', 'indices': [86, 99]}]","[{'url': 'https://t.co/gOEF2vBTPi', 'expanded_url': 'https://www.elmundotoday.com/2018/09/nace-fletnix-la-plataforma-de-contenidos-para-dislexicos/', 'display_url': 'elmundotoday.com/2018/09/nace-f…', 'indices': [58, 81]}]",10.0
86,"Un nuevo portal francés para la divulgación de las matemáticas ""Florilège de la popularisation des mathématiques"" https://t.co/6lnQIGQUQT",2018-09-30 10:06:17,1,1,0.0,[],"[{'url': 'https://t.co/6lnQIGQUQT', 'expanded_url': 'https://www.florilege-maths.fr/', 'display_url': 'florilege-maths.fr', 'indices': [114, 137]}]",10.0
87,"@MAF_Sanjuan Investigación de calidad, en la Universidad Rey Juan Carlos",2018-09-30 09:54:18,0,0,0.0,"[{'screen_name': 'MAF_Sanjuan', 'name': 'Miguel A.F. Sanjuán', 'id': 2816968963, 'id_str': '2816968963', 'indices': [0, 12]}]",[],9.0
88,"@manuelansede @MilagrosPrezOli Lo he leído esta mañana desayunando, y hay que decirlo bien claro: la homeopatía es un timo. Punto",2018-09-30 09:49:23,1,0,0.0,"[{'screen_name': 'manuelansede', 'name': 'Manel Ansede', 'id': 96642355, 'id_str': '96642355', 'indices': [0, 13]}, {'screen_name': 'MilagrosPrezOli', 'name': 'Milagros Pérez Oliva', 'id': 569235216, 'id_str': '569235216', 'indices': [14, 30]}]",[],9.0
89,Excelentes videos en @QuantaMagazine https://t.co/1fcCKyZZ4Q,2018-09-30 08:04:33,0,0,0.0,"[{'screen_name': 'QuantaMagazine', 'name': 'Quanta Magazine', 'id': 860158302, 'id_str': '860158302', 'indices': [21, 36]}]","[{'url': 'https://t.co/1fcCKyZZ4Q', 'expanded_url': 'https://www.youtube.com/watch?v=k9QYtbjzjAw', 'display_url': 'youtube.com/watch?v=k9QYtb…', 'indices': [37, 60]}]",8.0
90,Brindo por... La compañía que nos hacemos 🎶💞,2018-09-25 04:11:52,0,0,0.0,[],[],4.0
91,¡Enhorabuena para Nuño Domínguez! https://t.co/wM2fLO3cex vía @materia_ciencia,2018-09-30 08:01:48,0,0,0.0,"[{'screen_name': 'materia_ciencia', 'name': 'Materia', 'id': 108932245, 'id_str': '108932245', 'indices': [62, 78]}]","[{'url': 'https://t.co/wM2fLO3cex', 'expanded_url': 'https://elpais.com/elpais/2018/09/29/ciencia/1538235376_833585.html?id_externo_rsoc=TW_CC', 'display_url': 'elpais.com/elpais/2018/09…', 'indices': [34, 57]}]",8.0
92,“Entonces no hemos aprendido nada. Todo lo que hemos conseguido ha sido  por las manifestaciones. La carretera a Ma… https://t.co/cPM9gnkLeg,2018-09-30 06:16:51,2,3,0.0,[],"[{'url': 'https://t.co/cPM9gnkLeg', 'expanded_url': 'https://twitter.com/i/web/status/1046282710191345664', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",6.0
93,"La vida invisible de las limpiadoras, el miedo a las cosas cotidianas https://t.co/9JGNvF4Itw vía @lamarea_com",2018-09-30 06:16:07,17,25,0.0,"[{'screen_name': 'lamarea_com', 'name': 'La Marea', 'id': 525416576, 'id_str': '525416576', 'indices': [98, 110]}]","[{'url': 'https://t.co/9JGNvF4Itw', 'expanded_url': 'https://www.lamarea.com/2018/09/26/la-vida-invisible-de-las-limpiadoras-el-miedo-a-las-cosas-cotidianas/', 'display_url': 'lamarea.com/2018/09/26/la-…', 'indices': [70, 93]}]",6.0
94,El Supremo concluye que no hay ningún indicio de que Casado cursara el máster https://t.co/Nen5E59Rza vía @eldiarioes,2018-09-30 06:12:08,1,1,0.0,"[{'screen_name': 'eldiarioes', 'name': 'eldiario.es', 'id': 535707261, 'id_str': '535707261', 'indices': [106, 117]}]","[{'url': 'https://t.co/Nen5E59Rza', 'expanded_url': 'https://www.eldiario.es/_30d50d7a', 'display_url': 'eldiario.es/_30d50d7a', 'indices': [78, 101]}]",6.0
95,"La Brújula de la Ciencia: La hipótesis de Riemann, una conexión entre las funciones y los números primos https://t.co/oJSVTqKdJV",2018-09-29 22:01:49,1,1,0.0,[],"[{'url': 'https://t.co/oJSVTqKdJV', 'expanded_url': 'http://scenio.es/brujula-ciencia-hipotesis-riemann', 'display_url': 'scenio.es/brujula-cienci…', 'indices': [105, 128]}]",22.0
96,Cómo distinguir un planeta de una estrella https://t.co/NQaJq1Phhz vía @elmundoes,2018-09-29 21:58:17,4,1,0.0,"[{'screen_name': 'elmundoes', 'name': 'EL MUNDO', 'id': 14436030, 'id_str': '14436030', 'indices': [71, 81]}]","[{'url': 'https://t.co/NQaJq1Phhz', 'expanded_url': 'http://www.elmundo.es/ciencia-y-salud/ciencia/2018/09/29/5b9fdfede2704e68278b4611.html', 'display_url': 'elmundo.es/ciencia-y-salu…', 'indices': [43, 66]}]",21.0
97,‘Traffic Jams’ of Cells Help to Sculpt Embryos https://t.co/KWoP8amx0v vía @QuantaMagazine,2018-09-29 20:38:21,0,0,0.0,"[{'screen_name': 'QuantaMagazine', 'name': 'Quanta Magazine', 'id': 860158302, 'id_str': '860158302', 'indices': [75, 90]}]","[{'url': 'https://t.co/KWoP8amx0v', 'expanded_url': 'https://www.quantamagazine.org/traffic-jams-of-cells-help-to-sculpt-embryos-20180927/', 'display_url': 'quantamagazine.org/traffic-jams-o…', 'indices': [47, 70]}]",20.0
98,Leer a Modiano es como observar los decimales de un número irracional: es el mismo número pero siempre es diferente,2018-09-29 13:49:41,2,1,0.0,[],[],13.0
99,"El último Modiano, 'Recuerdos durmientes' https://t.co/fZ24LA7bVk https://t.co/IT0iWjxWpX",2018-09-29 13:48:48,2,0,0.0,[],"[{'url': 'https://t.co/fZ24LA7bVk', 'expanded_url': 'https://www.anagrama-ed.es/libro/panorama-de-narrativas/recuerdos-durmientes/9788433980120/PN_982', 'display_url': 'anagrama-ed.es/libro/panorama…', 'indices': [42, 65]}]",13.0
100,Hoy hemos acompañado a @JuanMa_Moreno @VirginiaPerez11 y @BeltranPerezPP  a la importante reunión  con padres y mad… https://t.co/8YNnlyVdp5,2018-09-14 10:46:58,8,3,0.0,"[{'screen_name': 'JuanMa_Moreno', 'name': 'Juanma Moreno', 'id': 278955879, 'id_str': '278955879', 'indices': [23, 37]}, {'screen_name': 'Virginiaperez11', 'name': 'Virginia Pérez', 'id': 286924859, 'id_str': '286924859', 'indices': [38, 54]}, {'screen_name': 'BeltranPerezPP', 'name': 'Beltrán Pérez García', 'id': 3645402375, 'id_str': '3645402375', 'indices': [57, 72]}]","[{'url': 'https://t.co/8YNnlyVdp5', 'expanded_url': 'https://twitter.com/i/web/status/1040552478427762688', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",10.0
101,Foh jajjajaja https://t.co/ut2kyq6blA,2018-09-29 18:16:18,0,0,0.0,[],"[{'url': 'https://t.co/ut2kyq6blA', 'expanded_url': 'https://twitter.com/casadelfutbol/status/1046101184539512835', 'display_url': 'twitter.com/casadelfutbol/…', 'indices': [14, 37]}]",18.0
102,@DValdearenas12 @quifagame Santiago Bernaleo,2018-09-24 19:36:22,0,0,0.0,"[{'screen_name': 'DValdearenas12', 'name': 'Programa del Barça El Penalti - David Valdearenas', 'id': 940153072885682176, 'id_str': '940153072885682176', 'indices': [0, 15]}, {'screen_name': 'quifagame', 'name': 'QUIFA', 'id': 784022389327818752, 'id_str': '784022389327818752', 'indices': [16, 26]}]",[],19.0
103,seu perfil foi visto por 6 pessoas nas últimas 2 horas https://t.co/RoRQPZtuK2,2018-09-28 04:20:30,0,0,0.0,[],"[{'url': 'https://t.co/RoRQPZtuK2', 'expanded_url': 'http://twcm.co/EAJuV', 'display_url': 'twcm.co/EAJuV', 'indices': [55, 78]}]",4.0
104,one person unfollowed me // automatically checked by https://t.co/7E4JuruWcB,2018-09-27 11:09:33,0,0,0.0,[],"[{'url': 'https://t.co/7E4JuruWcB', 'expanded_url': 'http://fllwrs.com', 'display_url': 'fllwrs.com', 'indices': [53, 76]}]",11.0
105,o seu perfil foi visto por 8 pessoas nas últimas 12 horas https://t.co/RoRQPZtuK2,2018-09-26 12:09:27,0,0,0.0,[],"[{'url': 'https://t.co/RoRQPZtuK2', 'expanded_url': 'http://twcm.co/EAJuV', 'display_url': 'twcm.co/EAJuV', 'indices': [58, 81]}]",12.0
106,o seu perfil foi visto por 8 pessoas nas últimas 12 horas https://t.co/RoRQPZtuK2,2018-09-24 19:58:03,0,0,0.0,[],"[{'url': 'https://t.co/RoRQPZtuK2', 'expanded_url': 'http://twcm.co/EAJuV', 'display_url': 'twcm.co/EAJuV', 'indices': [58, 81]}]",19.0
107,"Eras tus ojos, tus abrazos sus besos y almost blue de fondo, no necesitaba mas",2018-09-23 14:43:37,0,0,0.0,[],[],14.0
108,Baffff😻 https://t.co/GRsZqVXl6R,2018-09-23 14:37:41,0,0,0.0,[],"[{'url': 'https://t.co/GRsZqVXl6R', 'expanded_url': 'https://twitter.com/pulmonarios/status/1043730525284749312', 'display_url': 'twitter.com/pulmonarios/st…', 'indices': [8, 31]}]",14.0
109,one person followed me and one person unfollowed me // automatically checked by https://t.co/7E4JuruWcB,2018-09-23 10:26:48,0,0,0.0,[],"[{'url': 'https://t.co/7E4JuruWcB', 'expanded_url': 'http://fllwrs.com', 'display_url': 'fllwrs.com', 'indices': [80, 103]}]",10.0
110,o seu perfil foi visto por 8 pessoas nas últimas 12 horas https://t.co/RoRQPZtuK2,2018-09-23 03:47:21,0,0,0.0,[],"[{'url': 'https://t.co/RoRQPZtuK2', 'expanded_url': 'http://twcm.co/EAJuV', 'display_url': 'twcm.co/EAJuV', 'indices': [58, 81]}]",3.0
111,perfil visualizado por 8 pessoas https://t.co/RoRQPZtuK2,2018-09-21 11:36:06,0,0,0.0,[],"[{'url': 'https://t.co/RoRQPZtuK2', 'expanded_url': 'http://twcm.co/EAJuV', 'display_url': 'twcm.co/EAJuV', 'indices': [33, 56]}]",11.0
112,"@jusapol Dice un político catalán que sois el brazo forzudo de Ciudadanos, Cs. Es cierto?🤔",2018-09-30 12:12:24,0,1,0.0,"[{'screen_name': 'jusapol', 'name': 'jusapol', 'id': 850752506972045314, 'id_str': '850752506972045314', 'indices': [0, 8]}]",[],12.0
113,@IsabelPodemos @aljadim @CiudadanosCs @Albert_Rivera Ya te digo. Son peligrosos falangistas 😱,2018-09-30 01:35:08,6,0,0.0,"[{'screen_name': 'IsabelPodemos', 'name': 'Isabel Franco', 'id': 302453497, 'id_str': '302453497', 'indices': [0, 14]}, {'screen_name': 'aljadim', 'name': 'Nerma', 'id': 242857626, 'id_str': '242857626', 'indices': [15, 23]}, {'screen_name': 'CiudadanosCs', 'name': 'Ciudadanos', 'id': 19028805, 'id_str': '19028805', 'indices': [24, 37]}, {'screen_name': 'Albert_Rivera', 'name': 'Albert Rivera', 'id': 108994652, 'id_str': '108994652', 'indices': [38, 52]}]",[],1.0
114,"@docenteDICENTE @kieroirmeamarte @abcdesevilla Normal, si los empresarios se lo llevan to y no dejan ni migajas",2018-09-30 01:30:18,0,1,0.0,"[{'screen_name': 'docenteDICENTE', 'name': 'Juanjo', 'id': 1538527842, 'id_str': '1538527842', 'indices': [0, 15]}, {'screen_name': 'kieroirmeamarte', 'name': 'averkienarreglaesto', 'id': 878498221, 'id_str': '878498221', 'indices': [16, 32]}, {'screen_name': 'abcdesevilla', 'name': 'ABC de Sevilla', 'id': 42590652, 'id_str': '42590652', 'indices': [33, 46]}]",[],1.0
115,#L6Njaqueministros Tiene guasa que Albert Rivera triunfe en Andalucía. Eso *ode un montón. Una tierra de jornaleros… https://t.co/ogrDyTqUHH,2018-09-29 21:30:31,2,2,"["" 'L6Njaqueministros'""]",[],"[{'url': 'https://t.co/ogrDyTqUHH', 'expanded_url': 'https://twitter.com/i/web/status/1046150254339522560', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",21.0
116,@_ju1_ 👏👏👏✊,2018-09-29 21:15:57,0,0,0.0,"[{'screen_name': '_ju1_', 'name': 'YoApoyoALosBBFF🚒  (AlOtroLadoDelMuro)', 'id': 1319390838, 'id_str': '1319390838', 'indices': [0, 6]}]",[],21.0
117,@_ju1_ @laSextaColumna Han dicho que Gadafi usó las bombas racimo compradas a España para bombardear a su propio pu… https://t.co/TMYtBRdzbA,2018-09-28 22:32:56,4,2,0.0,"[{'screen_name': '_ju1_', 'name': 'YoApoyoALosBBFF🚒  (AlOtroLadoDelMuro)', 'id': 1319390838, 'id_str': '1319390838', 'indices': [0, 6]}, {'screen_name': 'laSextaColumna', 'name': 'laSexta columna', 'id': 474031851, 'id_str': '474031851', 'indices': [7, 22]}]","[{'url': 'https://t.co/TMYtBRdzbA', 'expanded_url': 'https://twitter.com/i/web/status/1045803573936885761', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",22.0
118,"@spaincrisis Los andaluces fueron a Catalunya empujados por el hambre, y no por Franco para diluir el catalanismo",2018-09-28 22:14:06,0,0,0.0,"[{'screen_name': 'spaincrisis', 'name': 'jordi català', 'id': 1041915498, 'id_str': '1041915498', 'indices': [0, 12]}]",[],22.0
119,"@alejandrosanmo @_ju1_ Y al salir del cole  y ver los deportivos alemanes frente a los Skoda, qué?",2018-09-28 16:45:29,1,0,0.0,"[{'screen_name': 'alejandrosanmo', 'name': 'A. Sánchez Moreno', 'id': 200046449, 'id_str': '200046449', 'indices': [0, 15]}, {'screen_name': '_ju1_', 'name': 'YoApoyoALosBBFF🚒  (AlOtroLadoDelMuro)', 'id': 1319390838, 'id_str': '1319390838', 'indices': [16, 22]}]",[],16.0
